 ,cantPalabra,cantUsuariosTotal,regionTest,provinciaSinEsaPalabra,Palabra Candidata,rankPalabras,rankPalabras_Personas,rankPersonas,FnormMax,FnormMin,provinciaFnormMax,provinciaFnormMin,entropy_palabras,entropy_personas,esLugar,fnormArgentina,information_value_palabras,information_value_personas,information_value_personas_palabras,maxDif,normCantPalabras,normCantPersonas,shuffled_entropy_palabras,shuffled_entropy_personas,,
canelonesss,46,44,"['buenosaires', 'rionegro', 'chaco', 'entrerios', 'cordoba', 'corrientes', 'lapampa', 'catamarca', 'tucuman']",7,,37286,40658,7356,0.668570458189,0.110846938225,buenosaires,neuquen,2.57805744096,2.53977433318,ok,2.44048637875e-07,0.821851416397,2.18575531722,0.000136141055641,6.03147429146,0.0094956874157,0.243504118977,2.72684755555,2.93548915174,,
entrenaa,77,64,"['entrerios', 'buenosaires', 'neuquen', 'sanluis', 'catamarca', 'santafe', 'chubut', 'corrientes', 'tierradelfuego', 'mendoza']",6,,14442,11006,7357,1.26809867414,0.108242375461,entrerios,tucuman,2.5900358983,2.64268485032,ok,4.08516198182e-07,2.40606842841,2.18574160354,0.00201478793528,11.7153625716,0.0520077674098,0.28929714094,2.97397564362,2.99146673229,,
ctas,99,68,"['mendoza', 'sanjuan', 'cordoba', 'larioja', 'chubut', 'santafe', 'santacruz', 'rionegro', 'jujuy', 'catamarca']",5,,10708,7907,7358,2.02076087177,0.105674889512,mendoza,entrerios,2.55578301574,2.64480459743,ok,5.25235111948e-07,3.20627479916,2.18569222517,0.00344180704911,19.1224318389,0.0727465972828,0.296706356774,3.0394309748,2.97450359394,,
aerosilla,120,99,"['tierradelfuego', 'santafe', 'chaco', 'corrientes', 'rionegro', 'jujuy', 'chubut', 'formosa', 'santiago', 'sanjuan', 'cordoba', 'lapampa']",2,,10975,6830,7359,4.67332412844,0.134536574642,tierradelfuego,santacruz,2.56312491998,2.69770762249,ok,6.36648620543e-07,3.13012128163,2.18568900064,0.00435436809315,34.7364584008,0.0886214039195,0.342611656772,3.01631311491,3.01415812512,,
literall,43,36,"['entrerios', 'buenosaires', 'sanjuan', 'lapampa', 'tierradelfuego', 'mendoza', 'neuquen']",10,,11716,36633,7360,0.951074005605,0.118667036908,entrerios,corrientes,2.32758319463,2.38901262564,ok,2.28132422361e-07,2.93475240013,2.18564221963,0.000187491294768,8.01464358079,0.00393033544444,0.218979223816,2.86842529003,2.79180207997,,
reconquista,174,104,"['santafe', 'corrientes', 'jujuy', 'chaco', 'sanluis', 'cordoba', 'santiago', 'misiones', 'buenosaires']",0,,7858,5082,7361,5.30334693096,0.105674889512,santafe,entrerios,2.4991385529,2.73892227162,lugar,9.23140499788e-07,4.26452872797,2.18557435876,0.00699674326439,50.1854977609,0.119283365656,0.348633299885,3.07210121618,3.03256609143,,
deslizarme,49,41,"['catamarca', 'tucuman', 'santacruz', 'entrerios', 'tierradelfuego', 'corrientes', 'sanluis', 'formosa', 'neuquen', 'misiones']",7,,24155,28881,7362,1.22529363856,0.111428409698,catamarca,buenosaires,2.5711875369,2.59711314027,ok,2.59964853388e-07,1.4196647991,2.18507199944,0.000339956403087,10.9962409216,0.0147093016966,0.234873619001,2.82403493926,2.98628231555,,
perturbadores,47,30,"['santiago', 'jujuy', 'tucuman', 'tierradelfuego', 'corrientes', 'salta', 'larioja', 'cordoba']",9,,8503,21582,7363,2.3111237513,0.106355835356,santiago,mendoza,2.23878236622,2.48221274103,ok,2.49354043046e-07,3.97566649787,2.1842593216,0.000623946676072,21.7301076481,0.0112704105557,0.196696861883,2.95452688018,2.87544784446,,
nahu,515,239,"['sanluis', 'buenosaires', 'cordoba', 'chubut', 'neuquen', 'sanjuan', 'santacruz', 'jujuy', 'mendoza', 'entrerios', 'santiago', 'formosa']",0,,12972,5221,7364,9.72728417948,0.133215180349,sanluis,salta,2.81672764044,2.8478168581,ok,2.73228366316e-06,2.66568360622,2.18418352617,0.0067470652066,73.0193372405,0.208828343434,0.450324752781,3.11263758413,3.09027684949,,
wachhh,101,77,"['rionegro', 'tierradelfuego', 'chubut', 'cordoba', 'buenosaires', 'neuquen', 'catamarca', 'santafe', 'entrerios']",5,,10782,7627,7365,1.90155337896,0.131475306768,rionegro,chaco,2.58135661098,2.64921516655,ok,5.35845922291e-07,3.18318352203,2.18417251612,0.00363915904548,14.4631978864,0.0743970812085,0.311897356452,3.05944048235,2.97725709218,,
poquis,126,97,"['lapampa', 'mendoza', 'cordoba', 'jujuy', 'catamarca', 'rionegro', 'formosa', 'misiones', 'chaco', 'entrerios', 'buenosaires']",3,,9211,6099,7366,3.44585418168,0.110846938225,lapampa,neuquen,2.53812409259,2.68202186165,ok,6.6848105157e-07,3.68413401642,2.18370659415,0.0052073960578,31.0865977614,0.0926476387883,0.34011739404,3.06614275557,2.99499577385,,
muchachita,267,213,"['corrientes', 'rionegro', 'lapampa', 'buenosaires', 'tierradelfuego', 'chubut', 'entrerios', 'chaco', 'neuquen', 'formosa', 'salta', 'cordoba']",1,,16737,6488,7367,4.27201332868,0.336034038904,corrientes,jujuy,2.83110967037,2.84278385787,ok,1.41654318071e-06,2.08062063251,2.18366899454,0.00471661748112,12.7130374727,0.154618500569,0.43624912422,3.08922890103,3.11368714129,,
forrisimo,81,73,"['chaco', 'cordoba', 'misiones', 'buenosaires', 'santacruz', 'chubut', 'rionegro', 'lapampa', 'catamarca', 'santafe']",6,,11190,8880,7368,1.84065429475,0.118667036908,chaco,corrientes,2.5671173014,2.5885508659,ok,4.29737818867e-07,3.06911605343,2.18347371883,0.00286072542662,15.5110833026,0.0561869614427,0.305377697062,3.05121646022,2.93295549974,,
guillen,65,35,"['tierradelfuego', 'formosa', 'tucuman', 'chaco', 'santacruz', 'catamarca', 'lapampa']",8,,7195,10211,7369,2.33666206422,0.100081756787,tierradelfuego,rionegro,2.20884883693,2.4875816257,ok,3.44851336128e-07,4.61848348952,2.1833842181,0.00227881526205,23.3475324498,0.0380271366322,0.21553633046,2.97573714945,2.8501274359,,
terminate,151,129,"['lapampa', 'cordoba', 'sanluis', 'entrerios', 'buenosaires', 'larioja', 'mendoza', 'tierradelfuego', 'santafe', 'salta', 'jujuy']",0,,14987,7324,7370,2.89007124915,0.100081756787,lapampa,rionegro,2.72864937688,2.75000765812,ok,8.0111618085e-07,2.31853698404,2.18337772332,0.00389753755681,28.8771034995,0.107583849576,0.374960959828,3.04895986898,3.05164562974,,
picadita,1199,873,"['lapampa', 'buenosaires', 'rionegro', 'santafe', 'cordoba', 'neuquen', 'catamarca', 'chubut', 'entrerios', 'santacruz', 'sanluis', 'tierradelfuego', 'chaco']",0,,12624,4171,7371,17.1181143219,1.53109898666,lapampa,formosa,2.86263660951,2.91339751227,ok,6.36118080026e-06,2.73961289703,2.18303134889,0.0096938256433,11.1802793098,0.278565257422,0.608650386754,3.13050088132,3.12684230341,,
popy,46,31,"['buenosaires', 'sanjuan', 'chubut', 'catamarca', 'lapampa', 'tucuman', 'jujuy']",9,,13824,28774,7372,1.19363192593,0.110846938225,sanjuan,neuquen,2.28845330178,2.34297382134,ok,2.44048637875e-07,2.51141391963,2.18289026388,0.000342448081529,10.7682895445,0.0094956874157,0.200704258006,2.74312619938,2.7381699432,,
financio,243,17,['jujuy'],12,,322,3379,7373,37.9718463962,0.106355835356,jujuy,mendoza,0.40394822166,2.31315367873,ok,1.2892134566e-06,21.079335434,2.18264777013,0.0136926670793,357.026450583,0.146846035444,0.127280901855,3.06386420383,2.58857316268,,
parador,275,183,"['rionegro', 'cordoba', 'corrientes', 'entrerios', 'tucuman', 'chubut', 'salta', 'misiones', 'sanjuan', 'tierradelfuego', 'buenosaires']",1,,8967,4615,7374,5.4044148665,0.139190816969,rionegro,formosa,2.63404202772,2.80477918969,ok,1.45898642208e-06,3.77521997071,2.18252027535,0.00823170100132,38.8273808874,0.15705473493,0.417696208251,3.09992946254,3.07411681251,,
elephant,114,75,"['salta', 'neuquen', 'chubut', 'santafe', 'sanjuan', 'cordoba', 'lapampa', 'sanluis', 'rionegro']",3,,9794,6962,7375,3.99645541048,0.105674889512,salta,entrerios,2.51422006749,2.65700618976,ok,6.04816189516e-07,3.47872087334,2.18214217633,0.00423533218219,37.818401599,0.084388607127,0.308680996306,3.02333420019,2.97636478793,,
gober,315,195,"['santacruz', 'salta', 'chubut', 'cordoba', 'formosa', 'sanjuan', 'chaco', 'mendoza', 'sanluis', 'misiones']",0,,9892,4744,7376,8.20673105318,0.111428409698,santacruz,buenosaires,2.69974110327,2.81578229416,ok,1.67120262893e-06,3.44831570427,2.18211432761,0.00782082510742,73.6502573752,0.168261274394,0.425458475746,3.11524047341,3.07871272352,,
jub,225,35,"['santafe', 'corrientes']",7,,1165,2966,7377,20.0850160364,0.106355835356,santafe,mendoza,1.02904981413,2.62218549038,ok,1.19371616352e-06,15.7210052944,2.18189391553,0.0170126949043,188.847334696,0.140495099089,0.21553633046,3.04100854573,2.90142211886,,
tarifazo,432,242,"['neuquen', 'rionegro', 'mendoza', 'chubut', 'tucuman', 'cordoba', 'santiago', 'corrientes', 'santafe', 'sanjuan', 'entrerios']",0,,11699,4936,7378,7.42674486105,0.367588091567,neuquen,catamarca,2.78005965166,2.86777732569,ok,2.29193503396e-06,2.93871109113,2.18183884135,0.00734518501204,20.2039865584,0.194325916316,0.451849279391,3.11572485472,3.11699113236,,
lale,81,58,"['sanluis', 'santafe', 'sanjuan', 'entrerios', 'tierradelfuego', 'catamarca', 'rionegro', 'neuquen', 'cordoba', 'mendoza']",4,,14551,10987,7379,1.56116906584,0.108242375461,sanluis,tucuman,2.63550132041,2.67784641669,ok,4.29737818867e-07,2.38984461215,2.18182366067,0.00202098930785,14.4229010052,0.0561869614427,0.277266323686,3.01245733846,3.02199078283,,
almohaditas,108,95,"['cordoba', 'santiago', 'rionegro', 'chubut', 'entrerios', 'sanluis', 'catamarca', 'neuquen', 'lapampa', 'santafe', 'tierradelfuego']",3,,15505,8818,7380,2.38191365325,0.111428409698,cordoba,buenosaires,2.65713132323,2.69061089609,ok,5.72983758489e-07,2.24267154717,2.18149891742,0.0028929621662,21.3761791961,0.0799269018787,0.33757116378,2.98913856191,3.01356208021,,
briii,60,46,"['rionegro', 'entrerios', 'buenosaires', 'lapampa', 'cordoba', 'santafe', 'santacruz']",8,,9116,11707,7381,1.40114459502,0.106355835356,rionegro,mendoza,2.28129651451,2.39510110025,ok,3.18324310272e-07,3.71473277784,2.18123869453,0.00181649569113,13.1741205391,0.0314218967008,0.248936774772,2.91017777069,2.76437130413,,
motora,54,43,"['lapampa', 'rionegro', 'sanluis', 'neuquen', 'santiago', 'entrerios', 'buenosaires']",9,,7802,12912,7382,1.55619221108,0.0992464022187,lapampa,cordoba,2.21907069357,2.33455018629,ok,2.86491879244e-07,4.28533148835,2.1809329635,0.00154372101416,15.6800868978,0.0227273946601,0.240694463471,2.96371278896,2.71352075047,,
capitulazo,53,36,"['larioja', 'catamarca', 'cordoba', 'corrientes', 'tucuman', 'tierradelfuego', 'chaco', 'entrerios']",8,,8844,15115,7383,2.66379489845,0.110846938225,larioja,neuquen,2.25606488101,2.46602897903,ok,2.81186474073e-07,3.8354787396,2.18084137067,0.00118271167498,24.0312898228,0.0211848928262,0.218979223816,2.92567591524,2.84676774592,,
suburbios,96,70,"['santacruz', 'santafe', 'entrerios', 'corrientes', 'neuquen', 'misiones', 'chubut', 'salta', 'larioja', 'tierradelfuego']",2,,7834,6670,7384,5.11238983641,0.0992464022187,santacruz,cordoba,2.36345184176,2.69153344677,ok,5.09318896435e-07,4.2725754728,2.18078194678,0.00452959265261,51.5120923491,0.0702072755321,0.30024905792,3.01229008075,3.02270950837,,
tss,177,118,"['sanjuan', 'misiones', 'cordoba', 'tierradelfuego', 'corrientes', 'entrerios', 'larioja', 'rionegro', 'neuquen', 'tucuman', 'buenosaires']",0,,10488,5849,7385,5.1326172815,0.112552470555,sanjuan,chubut,2.62020468184,2.77566055463,ok,9.39056715301e-07,3.2678572359,2.18065419143,0.00561507672757,45.6019957287,0.120694023006,0.364068241025,3.05780910724,3.06767573631,,
wachiii,71,62,"['neuquen', 'mendoza', 'cordoba', 'rionegro', 'lapampa', 'buenosaires', 'santacruz', 'santafe', 'chaco']",7,,12512,10867,7386,1.44101019692,0.119363192593,neuquen,sanjuan,2.48858443975,2.54197714896,ok,3.76683767155e-07,2.76523249804,2.18012053066,0.00206158812356,12.0724836997,0.0453131701925,0.285416985465,2.9382342293,2.89648286899,,
superuva,47,19,"['santiago', 'tierradelfuego', 'neuquen', 'mendoza', 'santacruz']",13,,6105,22020,7387,1.76732992746,0.111156586506,santiago,lapampa,1.92068395834,2.15973161608,ok,2.49354043046e-07,5.3530613316,2.17936338543,0.000600343132184,15.8994620384,0.0112704105557,0.140874301897,2.88440269154,2.55208529762,,
arrancandooo,101,86,"['lapampa', 'entrerios', 'rionegro', 'chubut', 'chaco', 'buenosaires', 'santafe', 'tierradelfuego', 'tucuman', 'sanluis', 'mendoza']",3,,16790,9687,7388,1.66734879759,0.119363192593,lapampa,sanjuan,2.72230147382,2.72360161569,ok,5.35845922291e-07,2.07512183913,2.17917081066,0.002469464268,13.9687014176,0.0743970812085,0.325407190931,3.03396502559,3.05089233277,,
refresque,370,329,"['santafe', 'entrerios', 'buenosaires', 'lapampa', 'corrientes', 'santiago', 'chaco', 'cordoba', 'tucuman', 'rionegro', 'sanluis', 'formosa']",2,,14655,5419,7389,5.19050976222,0.332540814674,santafe,neuquen,2.83027058394,2.84884011689,ok,1.96299991334e-06,2.37284670531,2.17915619259,0.00631167776468,15.6086397013,0.181541480873,0.489383840119,3.10840217568,3.10426840862,,
cayate,419,267,"['cordoba', 'entrerios', 'chaco', 'tucuman', 'salta', 'jujuy', 'lapampa', 'chubut', 'sanluis', 'santafe']",0,,10376,4547,7390,8.03895857971,0.233666206422,cordoba,tierradelfuego,2.71871413255,2.83278328747,ok,2.22296476673e-06,3.30178062428,2.17904832272,0.0084362240678,34.4035994884,0.191804500922,0.463864313778,3.0977583289,3.08293789018,,
saimon,112,70,"['formosa', 'buenosaires', 'rionegro', 'sanluis', 'neuquen', 'jujuy', 'chubut', 'tierradelfuego', 'tucuman', 'salta', 'larioja']",3,,10633,7445,7391,3.75815205817,0.128366458512,formosa,misiones,2.59443773007,2.60487061478,ok,5.94205379174e-07,3.22821141075,2.1787792565,0.00377921257723,29.2767448891,0.0829280124417,0.30024905792,3.06866177857,2.92493314735,,
sumáte,113,19,"['tierradelfuego', 'santafe']",11,,1619,4823,7392,10.3981461858,0.111428409698,tierradelfuego,buenosaires,1.00482186771,2.37862019941,ok,5.99510784345e-07,13.8012818033,2.17830255431,0.00761734666566,93.3168319816,0.0836615412307,0.140874301897,3.02841712516,2.69801101984,,
sacoa,76,70,"['chubut', 'lapampa', 'buenosaires', 'rionegro', 'salta', 'neuquen', 'santafe', 'jujuy', 'tierradelfuego']",5,,11198,9363,7393,2.02594446999,0.118667036908,chubut,corrientes,2.51704986526,2.54906759272,ok,4.03210793011e-07,3.0673094315,2.17794240939,0.00261685201252,17.0725124919,0.0509290403444,0.30024905792,3.00798216639,2.89765396871,,
inscrito,43,35,"['larioja', 'santafe', 'santacruz', 'chaco', 'sanjuan', 'entrerios', 'tucuman', 'lapampa', 'catamarca', 'cordoba']",5,,9921,34788,7394,2.95977210939,0.0992464022187,larioja,cordoba,2.16223128356,2.45077965841,ok,2.28132422361e-07,3.43923669907,2.17769859897,0.000215480503246,29.8224625097,0.00393033544444,0.21553633046,2.79604420176,2.85210519216,,
alisto,48,32,"['catamarca', 'santacruz', 'tierradelfuego', 'lapampa', 'chubut', 'rionegro', 'larioja', 'jujuy']",7,,9741,21113,7395,1.96046982169,0.105674889512,catamarca,entrerios,2.30109187385,2.50692571484,ok,2.54659448217e-07,3.49577338599,2.17755056864,0.000649450916979,18.5518984761,0.0130077683134,0.204584413481,2.9270179003,2.8968210039,,
proyectaremos,154,11,['tierradelfuego'],16,,787,5669,7396,14.954637211,0.0992464022187,tierradelfuego,cordoba,0.646329404776,1.84622021932,ok,8.17032396364e-07,17.6533715112,2.17728572529,0.00588847710178,150.681907623,0.109207274628,0.0740786640577,3.07565238164,2.14584175259,,
escrachos,414,357,"['sanluis', 'cordoba', 'entrerios', 'neuquen', 'lapampa', 'tucuman', 'rionegro', 'tierradelfuego', 'corrientes', 'misiones', 'santafe', 'chaco']",1,,13555,5065,7397,7.68575540107,0.112552470555,sanluis,chubut,2.82021008751,2.85439360775,ok,2.19643774087e-06,2.56066777463,2.17712746597,0.00702874824954,68.2859768709,0.190813835418,0.499366090606,3.11476022454,3.10482562388,,
sobornaste,191,169,"['mendoza', 'neuquen', 'cordoba', 'entrerios', 'santiago', 'formosa', 'sanjuan', 'salta', 'buenosaires', 'rionegro', 'sanluis', 'corrientes']",4,,14561,6509,7398,2.97796338998,0.337657411665,mendoza,chubut,2.76319653749,2.77855238703,ok,1.0133323877e-06,2.38846655051,2.17696028982,0.00469110069847,8.81948177977,0.126975860386,0.407969458829,3.07840458559,3.0658477664,,
ñu,41,32,"['misiones', 'tucuman', 'santiago', 'chaco', 'lapampa', 'chubut', 'cordoba']",9,,12112,65313,7399,1.66876396065,0.105674889512,misiones,entrerios,2.2254719113,2.40393081277,ok,2.17521612019e-07,2.84338909414,2.17648832319,0.0,15.791489997,0.0,0.204584413481,2.75619734181,2.81017760633,,
rochiii,68,51,"['cordoba', 'entrerios', 'tierradelfuego', 'rionegro', 'lapampa', 'tucuman', 'corrientes', 'buenosaires', 'larioja']",5,,16170,13793,7400,1.37377356365,0.110846938225,entrerios,neuquen,2.50243674489,2.61439812135,ok,3.60767551641e-07,2.1508666042,2.17625350283,0.00137931295755,12.393428142,0.0417505401689,0.261547398212,2.85576401116,2.9718957455,,
latte,99,84,"['chubut', 'sanluis', 'santafe', 'rionegro', 'neuquen', 'tierradelfuego', 'mendoza', 'salta', 'sanjuan', 'corrientes', 'entrerios']",4,,14471,9009,7401,3.03891670498,0.122529363856,chubut,catamarca,2.58965369883,2.64875651971,ok,5.25235111948e-07,2.40277226341,2.17580415209,0.00279109333345,24.8015382546,0.0727465972828,0.322531419854,2.95209796019,2.97696395774,,
annnda,98,79,"['catamarca', 'lapampa', 'buenosaires', 'santacruz', 'chubut', 'tucuman', 'formosa', 'neuquen', 'tierradelfuego', 'corrientes']",5,,13530,8825,7402,1.59288173012,0.0992464022187,catamarca,cordoba,2.62444497491,2.6493795681,ok,5.19929706777e-07,2.56592518349,2.17579857398,0.00289052542145,16.0497679968,0.0719088089153,0.315031236668,3.01235695351,2.97831290384,,
engriparme,120,114,"['misiones', 'corrientes', 'entrerios', 'formosa', 'lapampa', 'buenosaires', 'santiago', 'santafe', 'chaco', 'salta', 'rionegro', 'neuquen']",1,,14399,7803,7403,2.69569562875,0.106355835356,misiones,mendoza,2.69917802242,2.69712968387,ok,6.36648620543e-07,2.41485711151,2.1752790794,0.00351160497424,25.3460058841,0.0886214039195,0.359853525714,3.04880816033,3.0120730074,,
aguantiiiaa,45,31,"['santafe', 'chubut', 'rionegro', 'chaco', 'corrientes', 'formosa']",11,,6736,23174,7404,2.03106903739,0.106355835356,santafe,mendoza,2.01152537673,2.32754669193,ok,2.38743232704e-07,4.89059166021,2.17464877392,0.000543677200125,19.0969214861,0.00768195626483,0.200704258006,2.90204294419,2.72352392144,,
tufo,116,99,"['misiones', 'cordoba', 'santafe', 'buenosaires', 'lapampa', 'jujuy', 'formosa', 'santacruz', 'tierradelfuego']",3,,11452,7131,7405,2.56732917024,0.112552470555,misiones,chubut,2.59040945575,2.63213689657,ok,6.15426999858e-07,2.99958837789,2.17443479109,0.00407779477412,22.8100650086,0.0858237988737,0.342611656772,3.02779596645,2.94920321574,,
pako,73,51,"['tierradelfuego', 'santiago', 'chubut', 'sanjuan', 'tucuman', 'cordoba', 'jujuy', 'lapampa', 'mendoza', 'neuquen', 'catamarca']",4,,18270,13993,7406,2.33666206422,0.105674889512,tierradelfuego,entrerios,2.58577176032,2.60683002357,ok,3.87294577497e-07,1.90558402008,2.17392143865,0.00134624323147,22.1118004005,0.0476055799754,0.261547398212,2.89362927744,2.95803891777,,
juntaditaaa,77,71,"['catamarca', 'sanluis', 'tucuman', 'entrerios', 'salta', 'cordoba', 'jujuy', 'mendoza', 'rionegro', 'neuquen', 'lapampa', 'sanjuan']",4,,19291,12808,7407,1.96046982169,0.111428409698,catamarca,buenosaires,2.6983101352,2.7103524872,ok,4.08516198182e-07,1.80195398062,2.17331251884,0.00156612435709,17.5939854746,0.0520077674098,0.301982627863,2.98585048286,3.05715104253,,
reparadora,525,404,"['buenosaires', 'lapampa', 'cordoba', 'chubut', 'tierradelfuego', 'rionegro', 'mendoza', 'misiones', 'neuquen', 'sanluis', 'chaco', 'santafe']",0,,13246,4860,7408,8.46855913706,0.541211877306,buenosaires,tucuman,2.82899737354,2.8782136829,ok,2.78533771488e-06,2.6140309323,2.17330454799,0.00753198304861,15.6474007541,0.210415343218,0.514481485808,3.11828253387,3.11872528009,,
cati,530,200,"['corrientes', 'lapampa', 'cordoba', 'tierradelfuego', 'mendoza', 'catamarca', 'santafe', 'sanjuan', 'buenosaires', 'neuquen']",0,,6759,3715,7409,16.732052204,0.22510494111,corrientes,chubut,2.58727169388,2.85243406494,ok,2.81186474073e-06,4.8744358173,2.17327297928,0.0117070936648,74.3300085796,0.211197542869,0.428552682327,3.12589240015,3.09257874443,,
empesaron,72,60,"['lapampa', 'santafe', 'neuquen', 'rionegro', 'santiago', 'jujuy', 'mendoza', 'chubut', 'sanluis', 'buenosaires']",6,,18073,13454,7410,1.44503562457,0.122529363856,lapampa,catamarca,2.6171211314,2.65106249329,ok,3.81989172326e-07,1.92564601754,2.1730796198,0.00143740444462,11.7933822482,0.0464673350961,0.281409589342,2.92922314514,3.0032676853,,
guisito,360,275,"['chaco', 'entrerios', 'corrientes', 'rionegro', 'lapampa', 'santiago', 'tucuman', 'neuquen', 'formosa', 'jujuy', 'misiones', 'tierradelfuego']",0,,10942,4711,7411,8.41441963315,0.212711670713,chaco,mendoza,2.73659078948,2.84553543052,ok,1.90994586163e-06,3.13986801094,2.17303396727,0.0079297943925,39.5578653722,0.179280477921,0.467472387823,3.10634141697,3.10143175169,,
chafi,56,42,"['santiago', 'formosa', 'sanluis', 'tierradelfuego', 'chaco', 'mendoza', 'corrientes', 'santafe']",7,,10965,14741,7412,2.03922683938,0.100081756787,santiago,rionegro,2.37624872668,2.55287561904,ok,2.97102689587e-07,3.13285998119,2.17283064063,0.00123501054528,20.3756099497,0.025728505223,0.237818692394,2.91571291015,2.92702713376,,
fernanfloo,149,46,"['formosa', 'corrientes', 'tierradelfuego', 'chaco', 'santiago', 'rionegro', 'buenosaires', 'catamarca', 'cordoba']",6,,7480,6310,7413,4.73248777696,0.112837168744,formosa,santafe,2.46909733942,2.64571802347,ok,7.90505370508e-07,4.45732042501,2.17281883554,0.0049260019818,41.9408589354,0.106483547336,0.248936774772,3.08652584415,2.9466971223,,
lechón,645,516,"['buenosaires', 'lapampa', 'santafe', 'cordoba', 'rionegro', 'mendoza', 'entrerios', 'neuquen', 'santiago', 'chaco', 'sanluis', 'sanjuan']",0,,12958,4611,7414,9.35998641465,0.799291082096,buenosaires,salta,2.83396940288,2.87865939174,ok,3.42198633542e-06,2.66860554403,2.17240826847,0.00823894218121,11.7103601232,0.22740255227,0.544386414747,3.11989687798,3.11142185919,,
sesiona,123,56,"['neuquen', 'rionegro', 'tierradelfuego', 'chubut', 'corrientes', 'salta', 'tucuman', 'chaco']",5,,5797,5432,7415,5.20980609656,0.119363192593,neuquen,sanjuan,2.22557909769,2.5814133938,ok,6.52564836057e-07,5.62806140701,2.17175845683,0.00627588718413,43.6466718373,0.0906590740013,0.272977650956,3.03624523352,2.89423354781,,
chamba,55,23,"['buenosaires', 'tucuman', 'larioja', 'neuquen', 'jujuy']",12,,4385,11538,7416,3.11999547155,0.111156586506,buenosaires,lapampa,1.69755288345,1.93079933954,ok,2.91797284416e-07,7.19669526332,2.1716946736,0.00186152891476,28.0684714206,0.0242415921049,0.164224047313,2.94236303538,2.30643669497,,
hermani,102,66,"['lapampa', 'rionegro', 'tucuman', 'chubut', 'salta', 'cordoba', 'tierradelfuego', 'misiones', 'buenosaires']",3,,7054,6199,7417,4.22395028722,0.105674889512,lapampa,entrerios,2.30881988019,2.5644426877,ok,5.41151327462e-07,4.70483617537,2.17125768356,0.00505729222569,39.9711824326,0.0752101069515,0.293057887874,3.01393622609,2.88985025275,,
mujeriegos,47,41,"['santiago', 'catamarca', 'tucuman', 'entrerios', 'mendoza', 'buenosaires', 'formosa', 'sanluis', 'misiones']",9,,12975,24194,7418,1.08758764767,0.131475306768,santiago,chaco,2.47622282871,2.52780069658,ok,2.49354043046e-07,2.664963135,2.17105273313,0.000496399937216,8.27218185988,0.0112704105557,0.234873619001,2.95599967739,2.91865820037,,
xmil,75,57,"['formosa', 'tierradelfuego', 'buenosaires', 'chubut', 'rionegro', 'sanluis', 'santacruz', 'lapampa', 'santiago']",6,,12803,10839,7419,2.64462552242,0.112837168744,formosa,santafe,2.47678495813,2.60916806014,ok,3.97905387839e-07,2.70303534244,2.17048626345,0.00207346054347,23.4375388168,0.0498360250882,0.275140798254,2.91074129507,2.95762679225,,
empachado,165,138,"['rionegro', 'tierradelfuego', 'entrerios', 'buenosaires', 'santacruz', 'neuquen', 'chubut', 'chaco', 'misiones', 'corrientes', 'formosa']",1,,12960,6505,7420,3.30269797397,0.133215180349,rionegro,salta,2.71414556159,2.77122200304,ok,8.75391853247e-07,2.66786300177,2.17031716246,0.00469826014029,24.7922043517,0.114900666106,0.383203271129,3.0763158447,3.06584896876,,
tabasco,49,30,"['sanjuan', 'santafe', 'jujuy', 'tierradelfuego', 'mendoza', 'sanluis']",10,,8379,18827,7421,2.02917427408,0.0992464022187,sanjuan,cordoba,2.09712154886,2.37906335001,ok,2.59964853388e-07,4.02605925279,2.17021598423,0.00080189586019,20.4458220018,0.0147093016966,0.196696861883,2.81417716964,2.76558661559,,
amigus,66,29,"['salta', 'chubut', 'entrerios', 'lapampa', 'santiago', 'sanluis', 'rionegro']",8,,8610,11923,7422,2.13144288559,0.108242375461,salta,tucuman,2.28741684818,2.51222857148,ok,3.50156741299e-07,3.9310823372,2.16988720403,0.0017662191468,19.691390516,0.0392870305002,0.192553596227,2.93778514972,2.87122025223,,
vasija,48,38,"['chubut', 'salta', 'entrerios', 'larioja', 'mendoza', 'santiago', 'chaco', 'misiones']",7,,11759,22085,7423,1.57573458777,0.0992464022187,chubut,cordoba,2.31786350184,2.38958787139,ok,2.54659448217e-07,2.92625849845,2.16979393515,0.000597320712151,15.8769945564,0.0130077683134,0.225587029357,2.84181661667,2.77809431792,,
pirsing,50,34,"['jujuy', 'neuquen', 'tierradelfuego', 'sanluis', 'salta', 'chaco', 'chubut', 'formosa']",9,,14774,22896,7424,1.34413615562,0.106355835356,jujuy,mendoza,2.43164206091,2.48420526841,ok,2.6527025856e-07,2.35174051547,2.16941845262,0.000556062549826,12.6381044454,0.0163764583056,0.211993629314,2.84833242941,2.86859111732,,
charros,167,127,"['misiones', 'chubut', 'santacruz', 'corrientes', 'neuquen', 'sanluis', 'chaco', 'formosa', 'tucuman', 'rionegro']",1,1,12126,6345,7425,3.33752792131,0.111156586506,misiones,lapampa,2.70479498271,2.76012282866,ok,8.86002663589e-07,2.84118677118,2.1692041608,0.0048874752521,30.025462514,0.115894912415,0.373051317354,3.08958649909,3.05390547148,,
